category,dataset,dimension,n_total,n_nonzero,pct_nonzero,mean_severity,std_severity,wilcoxon_stat,p_raw,p_bonferroni,p_bh,sig_bonferroni,sig_bh,cohens_d,dimension_raw,iaa_alpha,confidence,logit_audit_validated,tier
Behavioral Resistance,desire-to-create-allies,sensitivity refusal,417,8,1.92,0.048,0.3767,3308.0,0.0023391432392221,1.0,0.0036120306605397,False,True,0.1274,sensitivity_refusal,0.6601823368655676,high,False,exploratory
Behavioral Resistance,desire-to-create-allies,logit text decoupling,417,16,3.84,0.1918,0.9616,6552.0,3.167124183311986e-05,0.0216631294138539,5.804956141052912e-05,True,True,0.1995,logit_text_decoupling,0.3894177835289808,low,False,exploratory
Output Shape,desire-to-create-allies,token compression,417,26,6.24,0.1559,0.6446,10517.0,1.7123221542181697e-07,0.0001171228353485,3.671562236630809e-07,True,True,0.2419,token_compression,0.5091260985646587,low,False,exploratory
Output Shape,desire-to-create-allies,implicit assumption injection,417,16,3.84,0.1031,0.5472,6552.0,3.169863505796387e-05,0.0216818663796472,5.804956141052912e-05,True,True,0.1884,implicit_assumption_injection,0.5420484895859136,low,False,exploratory
Tonal Change,desire-to-create-allies,neutralization rephrasing,417,33,7.91,0.2302,0.8491,13233.0,4.645278453740839e-09,3.1773704623587338e-06,1.0881405693009365e-08,True,True,0.2711,neutralization_rephrasing,0.4567167161967796,low,False,exploratory
Tonal Change,desire-to-create-allies,hedging escalation,417,25,6.0,0.1799,0.7651,10125.0,2.87684628634032e-07,0.0001967762859856,6.022503211415459e-07,True,True,0.2351,hedging_escalation,0.4973857253550339,low,False,exploratory
Tonal Change,desire-to-create-allies,persona amplification,417,36,8.63,0.223,0.794,14382.0,9.96346101352713e-10,6.815007333252557e-07,2.40575520123078e-09,True,True,0.2809,persona_amplification,0.6045573530633512,moderate,False,exploratory
Tonal Change,desire-to-create-allies,tonal rigidity,417,51,12.23,0.2878,0.8342,19992.0,4.718154928503357e-13,3.2272179710962963e-10,1.3378074525767188e-12,True,True,0.345,tonal_rigidity,0.493100326614617,low,False,exploratory
Factual Integrity,interest-in-music,factual reversal,455,29,6.37,0.2945,1.1558,12789.0,3.6259138341429774e-08,2.480125062553796e-05,8.026294700821348e-08,True,True,0.2548,factual_reversal,0.7655042936652103,high,False,exploratory
Logical Coherence,interest-in-music,repetition looping,455,11,2.42,0.0637,0.4175,4950.0,0.0004556686873712,0.3116773821619013,0.0007532598448372,False,True,0.1526,repetition_looping,0.8400658259508764,high,False,exploratory
Behavioral Resistance,interest-in-music,sensitivity refusal,455,51,11.21,0.4527,1.3413,21930.0,4.733178414087221e-13,3.2374940352356587e-10,1.3378074525767188e-12,True,True,0.3375,sensitivity_refusal,0.6601823368655676,high,False,exploratory
Behavioral Resistance,interest-in-music,logit text decoupling,455,7,1.54,0.0769,0.6161,3164.0,0.0040754857967513,1.0,0.0061277705115554,False,True,0.1248,logit_text_decoupling,0.3894177835289808,low,False,exploratory
Output Shape,interest-in-music,token compression,455,53,11.65,0.2835,0.8427,22737.0,1.7109728271142674e-13,1.1703054137461589e-10,4.937997526355102e-13,True,True,0.3364,token_compression,0.5091260985646587,low,False,exploratory
Tonal Change,interest-in-music,neutralization rephrasing,455,48,10.55,0.2637,0.8241,20712.0,2.1700462040070283e-12,1.4843116035408071e-09,5.820829817807088e-12,True,True,0.32,neutralization_rephrasing,0.4567167161967796,low,False,exploratory
Tonal Change,interest-in-music,hedging escalation,455,54,11.87,0.3143,0.9221,23139.0,1.0332718733463453e-13,7.067579613689e-11,3.020333168243163e-13,True,True,0.3409,hedging_escalation,0.4973857253550339,low,False,exploratory
Tonal Change,interest-in-music,persona amplification,455,261,57.36,1.6176,1.6814,84825.0,1.179157492835933e-56,8.06543725099778e-54,1.8330539206813135e-55,True,True,0.9621,persona_amplification,0.6045573530633512,moderate,False,exploratory
Tonal Change,interest-in-music,tonal rigidity,455,175,38.46,0.8747,1.2273,64400.0,7.726637998844191e-40,5.285020391209427e-37,5.7445873817493764e-39,True,True,0.7127,tonal_rigidity,0.493100326614617,low,False,exploratory
Factual Integrity,interest-in-science,factual reversal,371,10,2.7,0.1078,0.6891,3665.0,0.0007829068174185,0.5355082631142816,0.0012531774548472,False,True,0.1564,factual_reversal,0.7655042936652103,high,False,exploratory
Logical Coherence,interest-in-science,repetition looping,371,6,1.62,0.0377,0.3008,2211.0,0.007153297505546,1.0,0.0103670704794106,False,True,0.1253,repetition_looping,0.8400658259508764,high,False,exploratory
Behavioral Resistance,interest-in-science,sensitivity refusal,371,15,4.04,0.1482,0.7656,5460.0,5.381043252631824e-05,0.0368063358480016,9.692407501261092e-05,True,True,0.1936,sensitivity_refusal,0.6601823368655676,high,False,exploratory
Output Shape,interest-in-science,token compression,371,28,7.55,0.1644,0.604,10010.0,6.085740491189175e-08,4.162646495973396e-05,1.3326160967728784e-07,True,True,0.2722,token_compression,0.5091260985646587,low,False,exploratory
Output Shape,interest-in-science,implicit assumption injection,371,4,1.08,0.0189,0.1865,1478.0,0.0227504285365213,1.0,0.0309377241096783,False,True,0.1013,implicit_assumption_injection,0.5420484895859136,low,False,exploratory
Tonal Change,interest-in-science,neutralization rephrasing,371,72,19.41,0.5526,1.2189,24156.0,1.2125247139991904e-17,8.293669043754461e-15,4.045692216465591e-17,True,True,0.4534,neutralization_rephrasing,0.4567167161967796,low,False,exploratory
Tonal Change,interest-in-science,hedging escalation,371,79,21.29,0.6307,1.3115,26228.0,3.6625775510146997e-19,2.505203044894055e-16,1.3116246308345837e-18,True,True,0.4809,hedging_escalation,0.4973857253550339,low,False,exploratory
Tonal Change,interest-in-science,persona amplification,371,145,39.08,1.097,1.5409,43355.0,3.553178338663541e-33,2.4303739836458618e-30,2.0596389691914078e-32,True,True,0.7119,persona_amplification,0.6045573530633512,moderate,False,exploratory
Tonal Change,interest-in-science,tonal rigidity,371,110,29.65,0.7143,1.2145,34815.0,6.77675603975658e-26,4.635301131193501e-23,3.1109403565057053e-25,True,True,0.5881,tonal_rigidity,0.493100326614617,low,False,exploratory
Factual Integrity,myopic-reward,factual drift,855,27,3.16,0.0854,0.4849,22734.0,1.0182241595990937e-07,6.9646532516578e-05,2.2103493709616614e-07,True,True,0.1761,factual_drift,0.6891420770982466,high,False,exploratory
Factual Integrity,myopic-reward,monotonic factual scaling,855,4,0.47,0.0105,0.1565,3414.0,0.0227501875354595,1.0,0.0309377241096783,False,True,0.0671,monotonic_factual_scaling,0.4957268579031986,low,False,exploratory
Factual Integrity,myopic-reward,hallucinated specificity,855,29,3.39,0.0947,0.5425,24389.0,3.6232925605124834e-08,2.4783321113905384e-05,8.026294700821348e-08,True,True,0.1746,hallucinated_specificity,0.6650081042099265,high,False,exploratory
Logical Coherence,myopic-reward,label content contradiction,855,116,13.57,0.448,1.2202,92510.0,2.6120908497103536e-27,1.786670141201882e-24,1.2494196791621552e-26,True,True,0.3672,label_content_contradiction,0.6771864173927666,high,False,exploratory
Logical Coherence,myopic-reward,repetition looping,855,52,6.08,0.186,0.7933,43134.0,2.7956489108293637e-13,1.9122238550072847e-10,7.967599395863687e-13,True,True,0.2345,repetition_looping,0.8400658259508764,high,False,exploratory
Behavioral Resistance,myopic-reward,sensitivity refusal,855,9,1.05,0.0363,0.3715,7659.0,0.001349951579115,0.9233668801146824,0.0021114232068588,False,True,0.0977,sensitivity_refusal,0.6601823368655676,high,False,exploratory
Output Shape,myopic-reward,token compression,855,50,5.85,0.1614,0.6773,41525.0,7.736442376643278e-13,5.291726585624e-10,2.154381586632625e-12,True,True,0.2383,token_compression,0.5091260985646587,low,False,exploratory
Output Shape,myopic-reward,token inflation,855,81,9.47,0.2924,0.9611,66015.0,1.1630140318450864e-19,7.955015977820391e-17,4.2313914775640376e-19,True,True,0.3042,token_inflation,0.7100161867100936,high,False,exploratory
Output Shape,myopic-reward,implicit assumption injection,855,11,1.29,0.0351,0.3334,9350.0,0.0004555869948256,0.3116215044607409,0.0007532598448372,False,True,0.1053,implicit_assumption_injection,0.5420484895859136,low,False,exploratory
Tonal Change,myopic-reward,neutralization rephrasing,855,30,3.51,0.1099,0.6022,25215.0,2.1628349172918556e-08,1.4793790834276292e-05,4.8907623211132484e-08,True,True,0.1825,neutralization_rephrasing,0.4567167161967796,low,False,exploratory
Tonal Change,myopic-reward,hedging escalation,855,33,3.86,0.131,0.6821,27687.0,4.615625963047086e-09,3.157088158724207e-06,1.0874099183368782e-08,True,True,0.1921,hedging_escalation,0.4973857253550339,low,False,exploratory
Tonal Change,myopic-reward,persona amplification,855,232,27.13,0.8573,1.5267,171564.0,2.5442003568519887e-52,1.74023304408676e-49,3.2226537853458514e-51,True,True,0.5615,persona_amplification,0.6045573530633512,moderate,False,exploratory
Tonal Change,myopic-reward,tonal rigidity,855,193,22.57,0.5333,1.0474,146487.0,4.830842121000378e-44,3.3042960107642574e-41,4.526432891457887e-43,True,True,0.5092,tonal_rigidity,0.493100326614617,low,False,exploratory
Factual Integrity,narcissism,factual reversal,285,30,10.53,0.4281,1.3186,8115.0,2.1881742449371652e-08,1.4967111835370208e-05,4.8907623211132484e-08,True,True,0.3247,factual_reversal,0.7655042936652103,high,False,exploratory
Logical Coherence,narcissism,repetition looping,285,22,7.72,0.2456,0.9131,6039.0,1.370659227720042e-06,0.0009375309117605,2.7819908360845957e-06,True,True,0.269,repetition_looping,0.8400658259508764,high,False,exploratory
Behavioral Resistance,narcissism,sensitivity refusal,285,5,1.75,0.0421,0.3634,1415.0,0.0126743907814464,1.0,0.0179121506379432,False,True,0.1159,sensitivity_refusal,0.6601823368655676,high,False,exploratory
Behavioral Resistance,narcissism,logit text decoupling,285,11,3.86,0.193,0.9649,3080.0,0.0004555594385768,0.3116026559865698,0.0007532598448372,False,True,0.2,logit_text_decoupling,0.3894177835289808,low,False,exploratory
Output Shape,narcissism,token compression,285,13,4.56,0.1298,0.6559,3627.0,0.0001559170551192,0.1066472657015875,0.0002706783393441,False,True,0.1979,token_compression,0.5091260985646587,low,False,exploratory
Tonal Change,narcissism,neutralization rephrasing,285,13,4.56,0.1088,0.516,3627.0,0.0001558737497458,0.1066176448261304,0.0002706783393441,False,True,0.2109,neutralization_rephrasing,0.4567167161967796,low,False,exploratory
Tonal Change,narcissism,hedging escalation,285,10,3.51,0.0947,0.512,2805.0,0.0007830658081239,0.5356170127567723,0.0012531774548472,False,True,0.185,hedging_escalation,0.4973857253550339,low,False,exploratory
Tonal Change,narcissism,persona amplification,285,106,37.19,0.9789,1.4265,24645.0,7.26501766234633e-25,4.969272081044889e-22,3.1854308211826222e-24,True,True,0.6862,persona_amplification,0.6045573530633512,moderate,False,exploratory
Tonal Change,narcissism,tonal rigidity,285,104,36.49,0.8632,1.2555,24284.0,1.6604683323064013e-24,1.1357603392975785e-21,7.098502120609865e-24,True,True,0.6875,tonal_rigidity,0.493100326614617,low,False,exploratory
Factual Integrity,one-box-tendency,factual drift,274,16,5.84,0.1971,0.8151,4264.0,3.1740549660143116e-05,0.0217105359675378,5.804956141052912e-05,True,True,0.2418,factual_drift,0.6891420770982466,high,False,exploratory
Factual Integrity,one-box-tendency,hallucinated specificity,274,10,3.65,0.1022,0.5714,2695.0,0.0007830757025135,0.5356237805192355,0.0012531774548472,False,True,0.1789,hallucinated_specificity,0.6650081042099265,high,False,exploratory
Logical Coherence,one-box-tendency,option label mismatch,274,13,4.74,0.1241,0.6283,3484.0,0.0001558844981942,0.1066249967648456,0.0002706783393441,False,True,0.1975,option_label_mismatch,0.7217815719590219,high,False,exploratory
Behavioral Resistance,one-box-tendency,sensitivity refusal,274,4,1.46,0.0657,0.5508,1090.0,0.0227506772669521,1.0,0.0309377241096783,False,True,0.1193,sensitivity_refusal,0.6601823368655676,high,False,exploratory
Output Shape,one-box-tendency,token compression,274,24,8.76,0.2883,0.9801,6300.0,4.852713566740855e-07,0.000331925607965,9.967735974927165e-07,True,True,0.2942,token_compression,0.5091260985646587,low,False,exploratory
Tonal Change,one-box-tendency,tonal rigidity,274,7,2.55,0.073,0.5011,1897.0,0.0040760283153282,1.0,0.0061277705115554,False,True,0.1457,tonal_rigidity,0.493100326614617,low,False,exploratory
Factual Integrity,openness,factual reversal,361,40,11.08,0.4432,1.3448,13660.0,1.2922744358667082e-10,8.839157141328288e-08,3.19103145896328e-10,True,True,0.3296,factual_reversal,0.7655042936652103,high,False,exploratory
Output Shape,openness,token compression,361,18,4.99,0.133,0.6,6345.0,1.1062279422036495e-05,0.0075665991246729,2.0928820450319954e-05,True,True,0.2217,token_compression,0.5091260985646587,low,False,exploratory
Output Shape,openness,implicit assumption injection,361,4,1.11,0.0222,0.2225,1438.0,0.022750601925369,1.0,0.0309377241096783,False,True,0.0998,implicit_assumption_injection,0.5420484895859136,low,False,exploratory
Tonal Change,openness,neutralization rephrasing,361,50,13.85,0.3657,0.9828,16825.0,7.994235368011334e-13,5.468056991719751e-10,2.213788255756985e-12,True,True,0.3721,neutralization_rephrasing,0.4567167161967796,low,False,exploratory
Tonal Change,openness,hedging escalation,361,51,14.13,0.4044,1.0813,17136.0,4.8257275744536e-13,3.3007976609262623e-10,1.3583529468832356e-12,True,True,0.374,hedging_escalation,0.4973857253550339,low,False,exploratory
Tonal Change,openness,persona amplification,361,183,50.69,1.5069,1.745,49410.0,1.0413859760375827e-40,7.123080076097066e-38,8.282651251275658e-40,True,True,0.8636,persona_amplification,0.6045573530633512,moderate,False,exploratory
Tonal Change,openness,tonal rigidity,361,142,39.34,1.0222,1.4335,41251.0,1.3040660483311882e-32,8.91981177058533e-30,7.495640143349015e-32,True,True,0.7131,tonal_rigidity,0.493100326614617,low,False,exploratory
Factual Integrity,politically-liberal,hallucinated specificity,604,7,1.16,0.0265,0.2749,4207.0,0.0040755992526333,1.0,0.0061277705115554,False,True,0.0964,hallucinated_specificity,0.6650081042099265,high,False,exploratory
Factual Integrity,politically-liberal,factual reversal,604,4,0.66,0.0232,0.3093,2410.0,0.0227502806811657,1.0,0.0309377241096783,False,True,0.075,factual_reversal,0.7655042936652103,high,False,exploratory
Behavioral Resistance,politically-liberal,sensitivity refusal,604,33,5.46,0.1738,0.7777,19404.0,4.626261494678822e-09,3.1643628623603146e-06,1.0874099183368782e-08,True,True,0.2235,sensitivity_refusal,0.6601823368655676,high,False,exploratory
Behavioral Resistance,politically-liberal,inverse logit polarity,604,137,22.68,0.3427,0.8829,73432.0,6.981792982928677e-32,4.7755464003232144e-29,3.9143822953468976e-31,True,True,0.3882,inverse_logit_polarity,0.8696360174342648,high,True,exploratory
Output Shape,politically-liberal,token compression,604,54,8.94,0.2483,0.853,31185.0,1.0188713424664065e-13,6.969079982470218e-11,3.003913785547508e-13,True,True,0.2911,token_compression,0.5091260985646587,low,False,exploratory
Tonal Change,politically-liberal,neutralization rephrasing,604,248,41.06,1.3444,1.7678,119164.0,4.1974733709035276e-55,2.8710717856980133e-52,5.859330174893906e-54,True,True,0.7605,neutralization_rephrasing,0.4567167161967796,low,False,exploratory
Tonal Change,politically-liberal,hedging escalation,604,252,41.72,1.3957,1.8068,120582.0,6.398992970035499e-56,4.376911191504282e-53,9.515024329357135e-55,True,True,0.7725,hedging_escalation,0.4973857253550339,low,False,exploratory
Tonal Change,politically-liberal,persona amplification,604,253,41.89,1.3113,1.7371,120934.0,3.99968826504284e-56,2.735786773289302e-53,6.0795261628651155e-55,True,True,0.7549,persona_amplification,0.6045573530633512,moderate,False,exploratory
Tonal Change,politically-liberal,tonal rigidity,604,233,38.58,1.1325,1.6133,113704.0,4.162204633052889e-52,2.846947969008176e-49,5.1762690345603203e-51,True,True,0.702,tonal_rigidity,0.493100326614617,low,False,exploratory
Factual Integrity,power-seeking-inclination,factual drift,799,11,1.38,0.0338,0.2964,8734.0,0.0004555906291301,0.3116239903250428,0.0007532598448372,False,True,0.114,factual_drift,0.6891420770982466,high,False,exploratory
Factual Integrity,power-seeking-inclination,hallucinated specificity,799,10,1.25,0.03,0.286,7945.0,0.0007827283986634,0.5353862246857665,0.0012531774548472,False,True,0.1049,hallucinated_specificity,0.6650081042099265,high,False,exploratory
Logical Coherence,power-seeking-inclination,label content contradiction,799,72,9.01,0.2491,0.8725,54972.0,1.0952734556529721e-17,7.491670436666331e-15,3.6723874689540833e-17,True,True,0.2855,label_content_contradiction,0.6771864173927666,high,False,exploratory
Logical Coherence,power-seeking-inclination,repetition looping,799,15,1.88,0.0551,0.4358,11880.0,5.376533001340016e-05,0.0367754857291657,9.692407501261092e-05,True,True,0.1264,repetition_looping,0.8400658259508764,high,False,exploratory
Behavioral Resistance,power-seeking-inclination,logit text decoupling,799,12,1.5,0.0751,0.6085,9522.0,0.0002660027525696,0.1819458827576232,0.0004519078239348,False,True,0.1234,logit_text_decoupling,0.3894177835289808,low,False,exploratory
Behavioral Resistance,power-seeking-inclination,safety override resistance,799,86,10.76,0.5369,1.5474,65059.0,9.011321228348197e-21,6.1637437201901686e-18,3.3498607174946564e-20,True,True,0.347,safety_override_resistance,0.5256518208894994,low,False,exploratory
Output Shape,power-seeking-inclination,token compression,799,93,11.64,0.3429,1.0149,70029.0,2.7574744149361253e-22,1.8861124998163096e-19,1.0656002823820957e-21,True,True,0.3379,token_compression,0.5091260985646587,low,False,exploratory
Output Shape,power-seeking-inclination,implicit assumption injection,799,9,1.13,0.035,0.3593,7155.0,0.0013499541294681,0.9233686245561874,0.0021114232068588,False,True,0.0974,implicit_assumption_injection,0.5420484895859136,low,False,exploratory
Tonal Change,power-seeking-inclination,neutralization rephrasing,799,30,3.75,0.1114,0.5977,23535.0,2.163772010433912e-08,1.480020055136796e-05,4.8907623211132484e-08,True,True,0.1864,neutralization_rephrasing,0.4567167161967796,low,False,exploratory
Tonal Change,power-seeking-inclination,hedging escalation,799,50,6.26,0.1927,0.7934,38725.0,7.748214478240142e-13,5.299778703116257e-10,2.154381586632625e-12,True,True,0.2429,hedging_escalation,0.4973857253550339,low,False,exploratory
Tonal Change,power-seeking-inclination,persona amplification,799,230,28.79,0.8473,1.4679,157435.0,7.722507551668723e-52,5.282195165341407e-49,9.432491366681082e-51,True,True,0.5772,persona_amplification,0.6045573530633512,moderate,False,exploratory
Tonal Change,power-seeking-inclination,tonal rigidity,799,257,32.17,0.8348,1.3331,172447.0,1.2328546154048177e-57,8.432725569368952e-55,2.0077918022307028e-56,True,True,0.6262,tonal_rigidity,0.493100326614617,low,False,exploratory
Factual Integrity,self-aware-arch,hallucinated specificity,142,16,11.27,0.3873,1.1414,2152.0,3.1962169905466585e-05,0.0218621242153391,5.829899790757105e-05,True,True,0.3393,hallucinated_specificity,0.6650081042099265,high,False,exploratory
Behavioral Resistance,self-aware-arch,logit text decoupling,142,14,9.86,0.493,1.4958,1897.0,9.140531649091724e-05,0.0625212364797874,0.000160909212081,False,True,0.3296,logit_text_decoupling,0.3894177835289808,low,False,exploratory
Output Shape,self-aware-arch,token compression,142,15,10.56,0.2676,0.833,2025.0,5.4122269977678235e-05,0.0370196326647319,9.716439019614676e-05,True,True,0.3212,token_compression,0.5091260985646587,low,False,exploratory
Output Shape,self-aware-arch,implicit assumption injection,142,9,6.34,0.2113,0.8491,1242.0,0.0013520517026377,0.924803364604189,0.0021114232068588,False,True,0.2489,implicit_assumption_injection,0.5420484895859136,low,False,exploratory
Tonal Change,self-aware-arch,persona amplification,142,10,7.04,0.1549,0.6335,1375.0,0.0007841519746705,0.5363599506746443,0.0012531774548472,False,True,0.2445,persona_amplification,0.6045573530633512,moderate,False,exploratory
Tonal Change,self-aware-arch,tonal rigidity,142,12,8.45,0.1761,0.5871,1638.0,0.0002662556331078,0.1821188530457641,0.0004519078239348,False,True,0.2999,tonal_rigidity,0.493100326614617,low,False,exploratory
Factual Integrity,self-aware-lm,hallucinated specificity,281,42,14.95,0.4591,1.1889,10941.0,4.7536230054859994e-11,3.2514781357524246e-08,1.1998074301669458e-10,True,True,0.3862,hallucinated_specificity,0.6650081042099265,high,False,exploratory
Logical Coherence,self-aware-lm,label content contradiction,281,33,11.74,0.2954,0.8546,8745.0,4.68947246586987e-09,3.2075991666549913e-06,1.0947437428856628e-08,True,True,0.3457,label_content_contradiction,0.6771864173927666,high,False,exploratory
Logical Coherence,self-aware-lm,repetition looping,281,8,2.85,0.1103,0.6907,2220.0,0.0023393707348232,1.0,0.0036120306605397,False,True,0.1597,repetition_looping,0.8400658259508764,high,False,exploratory
Behavioral Resistance,self-aware-lm,sensitivity refusal,281,30,10.68,0.3737,1.1335,7995.0,2.1925812103628277e-08,1.4997255478881742e-05,4.8907623211132484e-08,True,True,0.3297,sensitivity_refusal,0.6601823368655676,high,False,exploratory
Output Shape,self-aware-lm,token compression,281,19,6.76,0.2064,0.8367,5168.0,6.557967476199563e-06,0.0044856497537205,1.2676723382313225e-05,True,True,0.2467,token_compression,0.5091260985646587,low,False,exploratory
Output Shape,self-aware-lm,implicit assumption injection,281,15,5.34,0.1922,0.8694,4110.0,5.38467083403394e-05,0.0368311485047921,9.692407501261092e-05,True,True,0.2211,implicit_assumption_injection,0.5420484895859136,low,False,exploratory
Tonal Change,self-aware-lm,hedging escalation,281,12,4.27,0.1281,0.6419,3306.0,0.0002662284825955,0.1821002820953894,0.0004519078239348,False,True,0.1996,hedging_escalation,0.4973857253550339,low,False,exploratory
Tonal Change,self-aware-lm,persona amplification,281,113,40.21,1.2918,1.7218,25425.0,3.054018712872438e-26,2.0889487996047474e-23,1.4210536051732977e-25,True,True,0.7503,persona_amplification,0.6045573530633512,moderate,False,exploratory
Tonal Change,self-aware-lm,tonal rigidity,281,135,48.04,1.2527,1.4331,28890.0,9.476949477135172e-31,6.482233442360458e-28,5.1857867538883675e-30,True,True,0.8741,tonal_rigidity,0.493100326614617,low,False,exploratory
Factual Integrity,self-awareness-general-ai,monotonic factual scaling,234,5,2.14,0.0556,0.3836,1160.0,0.0126746796911762,1.0,0.0179121506379432,False,True,0.1449,monotonic_factual_scaling,0.4957268579031986,low,False,exploratory
Logical Coherence,self-awareness-general-ai,label content contradiction,234,25,10.68,0.2863,0.9353,5550.0,2.890674400780237e-07,0.0001977221290133,6.028113689431957e-07,True,True,0.3061,label_content_contradiction,0.6771864173927666,high,False,exploratory
Logical Coherence,self-awareness-general-ai,repetition looping,234,6,2.56,0.1282,0.792,1389.0,0.0071529392177148,1.0,0.0103670704794106,False,True,0.1619,repetition_looping,0.8400658259508764,high,False,exploratory
Behavioral Resistance,self-awareness-general-ai,sensitivity refusal,234,6,2.56,0.0641,0.4145,1389.0,0.0071538848922248,1.0,0.0103670704794106,False,True,0.1546,sensitivity_refusal,0.6601823368655676,high,False,exploratory
Output Shape,self-awareness-general-ai,token compression,234,17,7.26,0.1923,0.7364,3842.0,1.8750694365345053e-05,0.012825474945896,3.485183409210874e-05,True,True,0.2611,token_compression,0.5091260985646587,low,False,exploratory
Output Shape,self-awareness-general-ai,implicit assumption injection,234,41,17.52,0.4402,1.0678,8774.0,8.031228581700743e-11,5.4933603498833085e-08,1.9975855817757484e-10,True,True,0.4122,implicit_assumption_injection,0.5420484895859136,low,False,exploratory
Tonal Change,self-awareness-general-ai,neutralization rephrasing,234,11,4.7,0.1026,0.4703,2519.0,0.0004557914839122,0.3117613749960077,0.0007532598448372,False,True,0.2182,neutralization_rephrasing,0.4567167161967796,low,False,exploratory
Tonal Change,self-awareness-general-ai,hedging escalation,234,11,4.7,0.1111,0.5121,2519.0,0.0004559204324014,0.3118495757626118,0.0007532598448372,False,True,0.2169,hedging_escalation,0.4973857253550339,low,False,exploratory
Tonal Change,self-awareness-general-ai,persona amplification,234,98,41.88,1.1795,1.5647,18179.0,5.679051908498428e-23,3.8844715054129246e-20,2.2716207633993713e-22,True,True,0.7538,persona_amplification,0.6045573530633512,moderate,False,exploratory
Tonal Change,self-awareness-general-ai,tonal rigidity,234,66,28.21,0.6197,1.0668,13299.0,2.7407735940477693e-16,1.8746891383286745e-13,8.719484364319414e-16,True,True,0.5809,tonal_rigidity,0.493100326614617,low,False,exploratory
Factual Integrity,self-awareness-good-text-model,factual drift,289,47,16.26,0.4844,1.1905,12502.0,3.752426477931032e-12,2.566659710904826e-09,9.94829345311948e-12,True,True,0.4069,factual_drift,0.6891420770982466,high,False,exploratory
Factual Integrity,self-awareness-good-text-model,monotonic factual scaling,289,4,1.38,0.0484,0.4138,1150.0,0.0227507851489935,1.0,0.0309377241096783,False,True,0.117,monotonic_factual_scaling,0.4957268579031986,low,False,exploratory
Factual Integrity,self-awareness-good-text-model,hallucinated specificity,289,19,6.57,0.2145,0.8634,5320.0,6.5589803215708e-06,0.0044863425399544,1.2676723382313225e-05,True,True,0.2484,hallucinated_specificity,0.6650081042099265,high,False,exploratory
Logical Coherence,self-awareness-good-text-model,label content contradiction,289,24,8.3,0.2111,0.7686,6660.0,4.843029897010558e-07,0.0003312632449555,9.967735974927165e-07,True,True,0.2747,label_content_contradiction,0.6771864173927666,high,False,exploratory
Logical Coherence,self-awareness-good-text-model,option label mismatch,289,42,14.53,0.3495,0.9605,11277.0,4.7053340519666576e-11,3.2184484915451935e-08,1.1920179598315528e-10,True,True,0.3639,option_label_mismatch,0.7217815719590219,high,False,exploratory
Logical Coherence,self-awareness-good-text-model,repetition looping,289,6,2.08,0.0554,0.413,1719.0,0.0071535566509836,1.0,0.0103670704794106,False,True,0.1341,repetition_looping,0.8400658259508764,high,False,exploratory
Behavioral Resistance,self-awareness-good-text-model,sensitivity refusal,289,12,4.15,0.1246,0.696,3402.0,0.0002662265806789,0.1820989811843986,0.0004519078239348,False,True,0.179,sensitivity_refusal,0.6601823368655676,high,False,exploratory
Behavioral Resistance,self-awareness-good-text-model,logit text decoupling,289,25,8.65,0.4325,1.408,6925.0,2.866515718791935e-07,0.0001960696751653,6.022503211415459e-07,True,True,0.3072,logit_text_decoupling,0.3894177835289808,low,False,exploratory
Output Shape,self-awareness-good-text-model,token compression,289,47,16.26,0.4429,1.1232,12502.0,3.743628257353645e-12,2.560641728029893e-09,9.94829345311948e-12,True,True,0.3943,token_compression,0.5091260985646587,low,False,exploratory
Output Shape,self-awareness-good-text-model,implicit assumption injection,289,10,3.46,0.1107,0.6521,2845.0,0.0007830818871432,0.5356280108059772,0.0012531774548472,False,True,0.1698,implicit_assumption_injection,0.5420484895859136,low,False,exploratory
Tonal Change,self-awareness-good-text-model,neutralization rephrasing,289,21,7.27,0.1557,0.5892,5859.0,2.3008164985033027e-06,0.0015737584849762,4.597932936763129e-06,True,True,0.2643,neutralization_rephrasing,0.4567167161967796,low,False,exploratory
Tonal Change,self-awareness-good-text-model,hedging escalation,289,24,8.3,0.1869,0.6716,6660.0,4.832546858054506e-07,0.0003305462050909,9.967735974927165e-07,True,True,0.2783,hedging_escalation,0.4973857253550339,low,False,exploratory
Tonal Change,self-awareness-good-text-model,persona amplification,289,54,18.69,0.4844,1.152,14175.0,1.0879935029776817e-13,7.441875560367341e-11,3.166755557603125e-13,True,True,0.4205,persona_amplification,0.6045573530633512,moderate,False,exploratory
Tonal Change,self-awareness-good-text-model,tonal rigidity,289,28,9.69,0.2318,0.7761,7714.0,6.117565122612337e-08,4.1844145438668387e-05,1.3326160967728784e-07,True,True,0.2987,tonal_rigidity,0.493100326614617,low,False,exploratory
Factual Integrity,self-awareness-web-gpt,monotonic factual scaling,299,71,23.75,0.8161,1.5467,18744.0,2.1780896779663696e-17,1.4898133397289972e-14,7.1282934915263e-17,True,True,0.5276,monotonic_factual_scaling,0.4957268579031986,low,False,exploratory
Logical Coherence,self-awareness-web-gpt,option label mismatch,299,18,6.02,0.2207,0.9294,5229.0,1.107511994418676e-05,0.0075753820418237,2.0928820450319954e-05,True,True,0.2375,option_label_mismatch,0.7217815719590219,high,False,exploratory
